ID,marital,housing,loan,contact,y
22420,single,no,no,unknown,是
22421,single,yes,yes,cellular,是
22422,single,no,no,telephone,是
22423,married,yes,no,telephone,是
22424,divorced,no,yes,cellular,是
22425,married,no,no,cellular,是
22426,single,yes,no,unknown,是
22427,single,no,no,cellular,是
22428,single,yes,no,cellular,是
22429,single,no,no,cellular,是
22430,single,no,no,cellular,是
22431,married,no,no,cellular,是
22432,married,yes,no,unknown,是
22433,married,yes,no,cellular,是
22434,divorced,yes,no,cellular,是
22435,married,no,no,cellular,是
22436,married,no,no,cellular,是
22437,married,no,no,cellular,是
22438,single,no,no,cellular,是
22439,married,no,no,cellular,是
22440,married,no,no,cellular,是
22441,married,no,no,telephone,是
22442,married,no,no,cellular,是
22443,married,yes,no,cellular,是
22444,married,no,no,telephone,是
22445,married,yes,no,cellular,是
22446,single,no,no,cellular,是
22447,married,no,yes,unknown,是
22448,divorced,no,no,cellular,是
22449,single,no,yes,cellular,是
22450,single,no,no,cellular,是
22451,married,no,no,cellular,是
22452,single,no,no,cellular,是
22453,married,yes,no,cellular,是
22454,single,yes,no,cellular,是
22455,single,no,no,cellular,是
22456,divorced,yes,no,cellular,是
22457,married,no,no,cellular,是
22458,married,yes,no,cellular,是
22459,married,no,no,cellular,是
22460,married,yes,no,cellular,是
22461,married,no,no,cellular,是
22462,single,no,no,cellular,是
22463,divorced,yes,no,cellular,是
22464,married,yes,no,cellular,是
22465,single,yes,no,cellular,是
22466,single,no,no,cellular,是
22467,married,no,no,cellular,是
22468,married,no,no,cellular,是
22469,married,no,no,telephone,是
22470,married,yes,no,cellular,是
22471,married,yes,no,cellular,是
22472,divorced,yes,no,cellular,是
22473,divorced,yes,no,unknown,是
22474,married,no,no,telephone,是
22475,married,no,no,telephone,是
22476,single,no,no,cellular,是
22477,single,no,no,cellular,是
22478,married,no,no,cellular,是
22479,married,no,no,unknown,是
22480,single,yes,no,cellular,是
22481,married,yes,no,cellular,是
22482,single,no,no,cellular,是
22483,married,yes,yes,unknown,是
22484,married,yes,no,cellular,是
22485,married,no,no,cellular,是
22486,married,yes,no,cellular,是
22487,divorced,yes,no,cellular,是
22488,married,yes,no,telephone,是
22489,single,no,no,cellular,是
22490,single,no,no,cellular,是
22491,married,yes,no,cellular,是
22492,married,no,no,telephone,是
22493,married,yes,yes,cellular,是
22494,single,no,no,cellular,是
22495,married,yes,no,cellular,是
22496,married,yes,no,cellular,是
22497,married,no,yes,cellular,是
22498,married,no,no,unknown,是
22499,divorced,yes,yes,cellular,是
22500,married,yes,no,unknown,是
22501,married,no,no,cellular,是
22502,married,no,no,cellular,是
22503,single,no,no,cellular,是
22504,married,no,no,cellular,是
22505,married,no,no,cellular,是
22506,single,no,no,cellular,是
22507,single,no,no,cellular,是
22508,married,yes,no,telephone,是
22509,single,no,no,cellular,是
22510,married,yes,no,telephone,是
22511,divorced,no,no,cellular,是
22512,married,no,no,cellular,是
22513,single,yes,no,cellular,是
22514,married,yes,no,cellular,是
22515,divorced,yes,yes,cellular,是
22516,married,yes,no,cellular,是
22517,married,no,no,cellular,是
22518,married,yes,no,cellular,是
22519,married,no,no,cellular,是
22520,single,no,no,cellular,是
22521,single,yes,no,unknown,是
22522,married,yes,no,cellular,是
22523,single,yes,no,cellular,是
22524,single,no,no,cellular,是
22525,married,no,no,cellular,是
22526,single,no,no,cellular,是
22527,married,no,no,cellular,是
22528,single,no,no,telephone,是
22529,single,no,no,cellular,是
22530,married,no,no,cellular,是
22531,married,yes,yes,cellular,是
22532,married,yes,yes,cellular,是
22533,married,no,no,cellular,是
22534,divorced,no,no,cellular,是
22535,married,yes,no,unknown,是
22536,married,yes,no,unknown,是
22537,single,yes,no,cellular,是
22538,married,yes,no,cellular,是
22539,single,no,no,cellular,是
22540,single,yes,no,cellular,是
22541,divorced,no,no,cellular,是
22542,married,no,no,cellular,是
22543,divorced,yes,yes,telephone,是
22544,single,yes,no,cellular,是
22545,married,no,no,cellular,是
22546,single,no,no,cellular,是
22547,married,yes,no,cellular,是
22548,married,no,no,cellular,是
22549,married,yes,no,cellular,是
22550,married,yes,yes,unknown,是
22551,single,no,no,cellular,是
22552,divorced,no,no,cellular,是
22553,married,yes,no,cellular,是
22554,married,no,no,cellular,是
22555,single,no,no,cellular,是
22556,married,yes,no,cellular,是
22557,single,no,no,cellular,是
22558,single,yes,yes,cellular,是
22559,single,no,no,cellular,是
22560,single,no,no,cellular,是
22561,married,no,no,cellular,是
22562,single,no,no,cellular,是
22563,married,yes,no,unknown,是
22564,divorced,no,no,cellular,是
22565,married,no,no,telephone,是
22566,married,no,no,cellular,是
22567,divorced,no,no,cellular,是
22568,married,no,no,cellular,是
22569,single,no,no,cellular,是
22570,married,yes,no,unknown,是
22571,divorced,yes,no,unknown,是
22572,married,no,no,unknown,是
22573,single,no,no,cellular,是
22574,divorced,yes,no,cellular,是
22575,married,no,no,cellular,是
22576,single,no,no,cellular,是
22577,married,yes,yes,cellular,是
22578,single,no,yes,cellular,是
22579,married,no,yes,cellular,是
22580,married,no,no,cellular,是
22581,divorced,no,no,cellular,是
22582,divorced,yes,no,cellular,是
22583,married,yes,no,cellular,是
22584,single,yes,no,unknown,是
22585,divorced,yes,yes,cellular,是
22586,married,yes,no,telephone,是
22587,married,yes,no,cellular,是
22588,single,no,yes,cellular,是
22589,divorced,no,yes,cellular,是
22590,married,no,no,unknown,是
22591,married,yes,yes,cellular,是
22592,single,no,no,cellular,是
22593,married,yes,no,unknown,是
22594,married,yes,no,cellular,是
22595,married,no,no,cellular,是
22596,single,no,no,cellular,是
22597,married,no,no,cellular,是
22598,single,no,no,cellular,是
22599,divorced,no,no,cellular,是
22600,married,no,no,cellular,是
22601,single,yes,no,cellular,是
22602,married,no,no,cellular,是
22603,single,no,no,cellular,是
22604,single,no,no,cellular,是
22605,divorced,no,yes,cellular,是
22606,single,no,no,cellular,是
22607,married,no,no,cellular,是
22608,married,no,no,cellular,是
22609,single,no,no,cellular,是
22610,married,yes,no,cellular,是
22611,married,no,no,cellular,是
22612,divorced,no,no,cellular,是
22613,divorced,no,yes,cellular,是
22614,married,no,no,cellular,是
22615,married,yes,no,cellular,是
22616,divorced,yes,no,cellular,是
22617,married,no,no,cellular,是
22618,married,no,no,cellular,是
22619,married,no,no,cellular,是
22620,single,no,no,cellular,是
22621,married,yes,no,cellular,是
22622,married,yes,no,cellular,是
22623,married,no,no,cellular,是
22624,single,no,yes,cellular,是
22625,married,no,no,cellular,是
22626,married,no,no,cellular,是
22627,divorced,no,no,cellular,是
22628,married,no,no,telephone,是
22629,single,yes,no,cellular,是
22630,married,yes,no,unknown,是
22631,married,no,no,cellular,是
22632,divorced,no,no,telephone,是
22633,married,yes,no,cellular,是
22634,married,no,no,telephone,是
22635,single,no,no,cellular,是
22636,married,yes,yes,cellular,是
22637,single,no,no,cellular,是
22638,married,no,no,cellular,是
22639,single,no,no,cellular,是
22640,single,no,yes,cellular,是
22641,married,no,no,cellular,是
22642,married,no,no,cellular,是
22643,single,no,yes,cellular,是
22644,single,no,no,cellular,是
22645,single,no,no,telephone,是
22646,married,no,no,telephone,是
22647,divorced,no,no,cellular,是
22648,single,yes,no,unknown,是
22649,divorced,no,no,cellular,是
22650,married,yes,yes,cellular,是
22651,single,no,no,cellular,是
22652,single,yes,no,unknown,是
22653,married,yes,no,telephone,是
22654,single,yes,no,cellular,是
22655,married,no,no,cellular,是
22656,divorced,yes,no,cellular,是
22657,single,no,no,telephone,是
22658,single,no,no,unknown,是
22659,single,yes,no,cellular,是
22660,single,no,no,telephone,是
22661,married,yes,no,cellular,是
22662,married,no,no,cellular,是
22663,single,no,no,cellular,是
22664,married,no,no,cellular,是
22665,married,no,no,cellular,是
22666,single,no,no,cellular,是
22667,married,no,no,cellular,是
22668,single,no,no,cellular,是
22669,single,no,no,cellular,是
22670,married,no,no,cellular,是
22671,single,no,no,cellular,是
22672,single,yes,no,telephone,是
22673,single,yes,no,cellular,是
22674,married,no,no,cellular,是
22675,single,no,no,cellular,是
22676,married,yes,no,cellular,是
22677,married,no,no,cellular,是
22678,married,no,no,cellular,是
22679,married,no,no,cellular,是
22680,married,yes,yes,cellular,是
22681,married,yes,yes,unknown,是
22682,married,no,no,cellular,是
22683,married,yes,no,unknown,是
22684,married,yes,no,cellular,是
22685,married,no,no,cellular,是
22686,married,yes,no,cellular,是
22687,married,no,no,telephone,是
22688,single,no,no,telephone,是
22689,married,no,no,telephone,是
22690,married,no,no,unknown,是
22691,divorced,no,no,cellular,是
22692,single,no,no,cellular,是
22693,married,no,no,cellular,是
22694,single,no,no,cellular,是
22695,divorced,no,no,cellular,是
22696,married,no,no,cellular,是
22697,married,yes,yes,cellular,是
22698,divorced,no,no,cellular,是
22699,married,yes,no,unknown,是
22700,divorced,no,no,unknown,是
22701,married,no,no,cellular,是
22702,single,no,no,cellular,是
22703,single,no,no,cellular,是
22704,married,yes,no,cellular,是
22705,single,no,no,cellular,是
22706,married,no,no,telephone,是
22707,divorced,no,no,cellular,是
22708,married,no,no,cellular,是
22709,single,no,no,cellular,是
22710,married,yes,no,cellular,是
22711,married,no,no,cellular,是
22712,married,no,no,cellular,是
22713,married,no,no,cellular,是
22714,married,no,no,cellular,是
22715,married,yes,no,unknown,是
22716,single,no,no,cellular,是
22717,married,no,no,cellular,是
22718,married,no,no,cellular,是
22719,single,yes,no,cellular,是
22720,single,no,no,cellular,是
22721,married,yes,no,cellular,是
22722,single,no,no,cellular,是
22723,married,no,no,cellular,是
22724,married,yes,no,unknown,是
22725,married,no,no,cellular,是
22726,single,no,no,cellular,是
22727,married,yes,no,unknown,是
22728,divorced,yes,no,cellular,是
22729,single,no,no,cellular,是
22730,single,yes,no,unknown,是
22731,married,no,no,cellular,是
22732,single,no,no,cellular,是
22733,single,no,no,cellular,是
22734,single,no,no,cellular,是
22735,single,no,no,cellular,是
22736,married,yes,no,unknown,是
22737,married,no,no,cellular,是
22738,married,no,no,unknown,是
22739,single,yes,no,cellular,是
22740,married,no,yes,cellular,是
22741,married,yes,yes,telephone,是
22742,married,no,no,unknown,是
22743,married,no,no,cellular,是
22744,divorced,no,no,cellular,是
22745,married,yes,no,cellular,是
22746,married,no,no,cellular,是
22747,divorced,yes,no,cellular,是
22748,divorced,yes,no,cellular,是
22749,single,no,no,cellular,是
22750,married,no,no,telephone,是
22751,single,no,no,cellular,是
22752,single,no,no,unknown,是
22753,married,no,no,cellular,是
22754,married,yes,no,telephone,是
22755,single,yes,no,cellular,是
22756,single,no,no,cellular,是
22757,married,no,no,cellular,是
22758,single,yes,no,cellular,是
22759,married,yes,no,cellular,是
22760,single,yes,no,cellular,是
22761,single,no,no,unknown,是
22762,divorced,no,no,cellular,是
22763,married,no,no,cellular,是
22764,single,no,no,cellular,是
22765,married,no,no,cellular,是
22766,married,yes,no,cellular,是
22767,married,yes,no,unknown,是
22768,single,no,no,cellular,是
22769,married,no,no,cellular,是
22770,married,no,no,cellular,是
22771,married,yes,no,cellular,是
22772,married,yes,yes,unknown,是
22773,single,no,no,cellular,是
22774,divorced,no,no,cellular,是
22775,married,yes,no,cellular,是
22776,married,yes,no,cellular,是
22777,divorced,yes,no,unknown,是
22778,single,no,no,cellular,是
22779,married,no,no,cellular,是
22780,married,yes,no,unknown,是
22781,divorced,no,no,cellular,是
22782,married,no,no,telephone,是
22783,married,no,no,cellular,是
22784,married,no,no,cellular,是
22785,single,yes,no,cellular,是
22786,married,no,no,telephone,是
22787,single,no,no,cellular,是
22788,married,yes,no,cellular,是
22789,divorced,no,no,cellular,是
22790,single,yes,no,cellular,是
22791,single,no,yes,cellular,是
22792,married,yes,yes,cellular,是
22793,single,no,no,cellular,是
22794,married,yes,no,unknown,是
22795,single,no,no,unknown,是
22796,married,yes,no,cellular,是
22797,single,no,no,cellular,是
22798,married,yes,yes,cellular,是
22799,divorced,no,no,cellular,是
22800,married,yes,no,unknown,是
22801,single,no,no,cellular,是
22802,married,no,no,cellular,是
22803,married,no,no,cellular,是
22804,single,no,no,telephone,是
22805,divorced,no,no,cellular,是
22806,married,no,no,cellular,是
22807,married,no,no,cellular,是
22808,married,no,no,cellular,是
22809,married,no,yes,cellular,是
22810,single,no,no,cellular,是
22811,married,no,no,cellular,是
22812,married,no,no,cellular,是
22813,married,yes,no,cellular,是
22814,married,no,no,cellular,是
22815,divorced,no,no,cellular,是
22816,single,no,no,cellular,是
22817,married,no,no,cellular,是
22818,single,no,no,cellular,是
22819,single,yes,no,cellular,是
22820,single,no,no,cellular,是
22821,married,no,no,cellular,是
22822,married,no,no,cellular,是
22823,single,no,no,cellular,是
22824,married,no,no,cellular,是
22825,single,no,no,cellular,是
22826,married,no,no,cellular,是
22827,married,no,yes,cellular,是
22828,single,no,no,unknown,是
22829,single,no,no,cellular,是
22830,married,yes,yes,cellular,是
22831,married,no,no,telephone,是
22832,single,yes,yes,unknown,是
22833,divorced,yes,no,cellular,是
22834,married,yes,no,unknown,是
22835,married,yes,no,cellular,是
22836,married,no,no,cellular,是
22837,single,yes,no,cellular,是
22838,married,no,no,cellular,是
22839,married,yes,no,unknown,是
22840,single,no,no,cellular,是
22841,single,no,no,cellular,是
22842,married,no,no,cellular,是
22843,married,no,no,cellular,是
22844,divorced,yes,no,cellular,是
22845,married,no,no,cellular,是
22846,married,no,no,cellular,是
22847,married,yes,yes,cellular,是
22848,married,yes,no,cellular,是
22849,married,yes,no,unknown,是
22850,single,no,no,unknown,是
22851,single,no,yes,cellular,是
22852,single,yes,no,cellular,是
22853,married,no,no,cellular,是
22854,divorced,yes,no,cellular,是
22855,married,no,no,cellular,是
22856,married,yes,no,cellular,是
22857,single,yes,no,cellular,是
22858,divorced,no,no,cellular,是
22859,married,no,no,cellular,是
22860,single,yes,no,cellular,是
22861,single,no,no,cellular,是
22862,married,no,no,cellular,是
22863,divorced,yes,no,cellular,是
22864,married,no,no,cellular,是
22865,married,no,yes,cellular,是
22866,single,no,no,cellular,是
22867,married,yes,no,cellular,是
22868,married,no,no,cellular,是
22869,single,no,no,cellular,是
22870,married,no,yes,cellular,是
22871,single,no,yes,cellular,是
22872,married,no,no,cellular,是
22873,single,yes,no,unknown,是
22874,single,no,no,cellular,是
22875,married,yes,no,cellular,是
22876,married,no,no,cellular,是
22877,single,yes,no,cellular,是
22878,married,yes,no,cellular,是
22879,single,no,no,cellular,是
22880,married,yes,yes,cellular,是
22881,married,yes,no,cellular,是
22882,divorced,yes,yes,cellular,是
22883,single,yes,no,cellular,是
22884,single,yes,yes,cellular,是
22885,single,yes,no,cellular,是
22886,married,no,no,cellular,是
22887,single,no,yes,cellular,是
22888,divorced,no,no,cellular,是
22889,single,yes,no,cellular,是
22890,married,yes,yes,cellular,是
22891,married,yes,no,cellular,是
22892,single,yes,yes,cellular,是
22893,married,no,no,cellular,是
22894,married,no,no,telephone,是
22895,single,no,yes,cellular,是
22896,single,no,no,telephone,是
22897,divorced,no,yes,telephone,是
22898,married,no,no,cellular,是
22899,divorced,no,no,cellular,是
22900,married,no,no,cellular,是
22901,married,no,yes,cellular,是
22902,married,no,no,cellular,是
22903,single,yes,no,cellular,是
22904,married,no,no,cellular,是
22905,single,no,no,cellular,是
22906,single,no,no,cellular,是
22907,single,yes,no,cellular,是
22908,single,yes,no,cellular,是
22909,married,yes,yes,cellular,是
22910,married,no,no,cellular,是
22911,married,no,no,cellular,是
22912,married,yes,no,cellular,是
22913,divorced,yes,no,cellular,是
22914,married,no,no,cellular,是
22915,married,no,no,cellular,是
22916,married,no,no,cellular,是
22917,single,yes,no,cellular,是
22918,single,yes,no,cellular,是
22919,single,yes,no,cellular,是
22920,single,no,no,cellular,是
22921,divorced,no,no,cellular,是
22922,married,no,no,cellular,是
22923,single,yes,no,cellular,是
22924,married,yes,yes,unknown,是
22925,single,no,yes,cellular,是
22926,married,yes,no,cellular,是
22927,married,yes,no,cellular,是
22928,single,no,no,cellular,是
22929,married,yes,no,cellular,是
22930,married,no,no,cellular,是
22931,married,yes,no,cellular,是
22932,married,yes,no,unknown,是
22933,married,no,no,unknown,是
22934,single,no,no,cellular,是
22935,single,yes,no,unknown,是
22936,married,yes,no,cellular,是
22937,married,no,no,cellular,是
22938,single,no,no,cellular,是
22939,married,yes,no,cellular,是
22940,married,yes,no,cellular,是
22941,single,no,no,cellular,是
22942,single,no,no,cellular,是
22943,divorced,yes,yes,cellular,是
22944,divorced,no,no,cellular,是
22945,divorced,yes,no,cellular,是
22946,single,no,no,cellular,是
22947,single,no,no,cellular,是
22948,married,no,no,cellular,是
22949,married,no,no,cellular,是
22950,married,no,no,telephone,是
22951,married,yes,no,cellular,是
22952,single,yes,no,cellular,是
22953,divorced,no,no,cellular,是
22954,married,yes,no,cellular,是
22955,divorced,no,no,telephone,是
22956,divorced,yes,no,unknown,是
22957,married,yes,no,unknown,是
22958,single,no,no,cellular,是
22959,married,no,no,cellular,是
22960,married,no,no,cellular,是
22961,single,yes,no,cellular,是
22962,single,no,no,cellular,是
22963,single,yes,no,cellular,是
22964,married,no,no,cellular,是
22965,single,yes,no,cellular,是
22966,single,no,no,cellular,是
22967,married,no,yes,cellular,是
22968,single,yes,no,telephone,是
22969,married,yes,no,cellular,是
22970,single,no,no,cellular,是
22971,married,no,no,telephone,是
22972,single,yes,no,cellular,是
22973,single,no,no,cellular,是
22974,single,no,no,cellular,是
22975,single,no,no,cellular,是
22976,single,no,no,cellular,是
22977,single,yes,no,cellular,是
22978,married,no,no,cellular,是
22979,married,no,no,cellular,是
22980,married,no,no,cellular,是
22981,married,no,no,cellular,是
22982,married,no,no,cellular,是
22983,married,no,no,cellular,是
22984,divorced,yes,no,unknown,是
22985,single,yes,no,unknown,是
22986,married,no,no,cellular,是
22987,married,yes,no,unknown,是
22988,married,no,no,unknown,是
22989,single,no,no,cellular,是
22990,married,no,no,cellular,是
22991,married,no,no,cellular,是
22992,single,no,no,cellular,是
22993,married,no,no,cellular,是
22994,married,yes,no,telephone,是
22995,married,yes,no,cellular,是
22996,married,no,no,cellular,是
22997,married,yes,yes,cellular,是
22998,married,no,no,unknown,是
22999,single,no,no,cellular,是
23000,married,no,no,cellular,是
23001,married,no,no,unknown,是
23002,divorced,yes,no,cellular,是
23003,married,no,no,cellular,是
23004,single,no,no,cellular,是
23005,married,yes,no,cellular,是
23006,single,no,no,telephone,是
23007,married,no,no,cellular,是
23008,married,yes,no,cellular,是
23009,single,yes,no,cellular,是
23010,married,yes,no,cellular,是
23011,married,no,no,cellular,是
23012,married,no,no,cellular,是
23013,married,no,no,cellular,是
23014,divorced,no,no,cellular,是
23015,married,yes,no,cellular,是
23016,married,no,no,cellular,是
23017,single,yes,no,cellular,是
23018,divorced,no,no,cellular,是
23019,married,yes,no,cellular,是
23020,married,no,no,cellular,是
23021,single,yes,no,cellular,是
23022,single,yes,no,cellular,是
23023,single,yes,no,cellular,是
23024,divorced,no,no,cellular,是
23025,married,no,no,cellular,是
23026,single,no,no,cellular,是
23027,married,no,no,cellular,是
23028,married,no,yes,cellular,是
23029,married,no,no,cellular,是
23030,single,no,no,cellular,是
23031,married,yes,yes,cellular,是
23032,divorced,no,no,cellular,是
23033,married,yes,no,cellular,是
23034,single,no,no,cellular,是
23035,married,no,no,cellular,是
23036,divorced,no,no,telephone,是
23037,single,no,no,cellular,是
23038,single,yes,no,cellular,是
23039,single,no,no,cellular,是
23040,single,yes,yes,cellular,是
23041,married,no,no,cellular,是
23042,married,no,no,telephone,是
23043,married,yes,no,telephone,是
23044,married,yes,no,cellular,是
23045,divorced,yes,no,cellular,是
23046,married,no,no,cellular,是
23047,single,no,no,cellular,是
23048,married,no,no,cellular,是
23049,married,no,no,cellular,是
23050,married,yes,no,cellular,是
23051,married,no,no,cellular,是
23052,single,no,no,cellular,是
23053,single,yes,no,cellular,是
23054,married,no,no,telephone,是
23055,married,yes,no,cellular,是
23056,married,yes,yes,cellular,是
23057,married,no,no,cellular,是
23058,married,yes,no,cellular,是
23059,single,no,no,cellular,是
23060,married,no,no,telephone,是
23061,married,no,no,telephone,是
23062,single,no,yes,cellular,是
23063,married,no,no,cellular,是
23064,married,no,no,cellular,是
23065,single,no,no,cellular,是
23066,married,yes,no,cellular,是
23067,married,no,no,cellular,是
23068,single,no,no,cellular,是
23069,single,no,no,cellular,是
23070,married,yes,no,unknown,是
23071,divorced,yes,no,cellular,是
23072,single,no,no,cellular,是
23073,single,no,no,cellular,是
23074,single,no,no,cellular,是
23075,married,yes,yes,unknown,是
23076,married,no,no,cellular,是
23077,married,no,no,cellular,是
23078,single,yes,no,cellular,是
23079,single,yes,no,cellular,是
23080,married,yes,yes,cellular,是
23081,married,no,no,cellular,是
23082,married,no,no,cellular,是
23083,single,yes,no,unknown,是
23084,married,yes,no,cellular,是
23085,married,yes,yes,unknown,是
23086,single,yes,no,cellular,是
23087,married,no,no,cellular,是
23088,single,no,no,cellular,是
23089,single,yes,no,unknown,是
23090,married,no,no,cellular,是
23091,single,no,no,cellular,是
23092,single,no,no,cellular,是
23093,married,no,no,cellular,是
23094,married,no,no,cellular,是
23095,married,no,no,cellular,是
23096,married,no,no,cellular,是
23097,married,yes,no,cellular,是
23098,single,no,no,cellular,是
23099,divorced,no,no,cellular,是
23100,single,no,no,cellular,是
23101,single,yes,no,cellular,是
23102,married,yes,yes,unknown,是
23103,married,no,no,unknown,是
23104,married,yes,no,cellular,是
23105,married,no,no,cellular,是
23106,married,no,no,cellular,是
23107,single,no,no,cellular,是
23108,single,yes,no,cellular,是
23109,married,yes,no,unknown,是
23110,married,yes,no,cellular,是
23111,single,yes,no,cellular,是
23112,single,no,no,cellular,是
23113,married,no,no,cellular,是
23114,married,yes,no,cellular,是
23115,single,no,no,telephone,是
23116,married,no,no,cellular,是
23117,single,no,no,cellular,是
23118,married,no,no,cellular,是
23119,single,no,no,cellular,是
23120,married,no,no,cellular,是
23121,married,yes,no,cellular,是
23122,single,yes,yes,cellular,是
23123,married,no,no,cellular,是
23124,single,no,no,cellular,是
23125,married,yes,no,cellular,是
23126,divorced,no,yes,cellular,是
23127,married,no,yes,telephone,是
23128,single,no,no,cellular,是
23129,single,no,no,cellular,是
23130,married,no,no,cellular,是
23131,married,no,no,cellular,是
23132,single,no,no,cellular,是
23133,single,no,no,cellular,是
23134,single,no,no,cellular,是
23135,single,yes,no,unknown,是
23136,married,no,no,cellular,是
23137,divorced,no,no,cellular,是
23138,married,no,no,cellular,是
23139,single,yes,no,cellular,是
23140,married,no,no,cellular,是
23141,divorced,no,no,cellular,是
23142,married,no,yes,cellular,是
23143,single,no,no,cellular,是
23144,married,yes,no,cellular,是
23145,single,no,no,cellular,是
23146,divorced,yes,no,cellular,是
23147,single,no,no,cellular,是
23148,married,yes,no,cellular,是
23149,married,yes,no,cellular,是
23150,single,no,no,cellular,是
23151,single,no,no,cellular,是
23152,single,no,no,cellular,是
23153,married,yes,no,telephone,是
23154,married,yes,no,cellular,是
23155,single,no,no,telephone,是
23156,divorced,no,no,cellular,是
23157,married,no,no,cellular,是
23158,single,no,no,cellular,是
23159,divorced,no,no,telephone,是
23160,single,no,no,cellular,是
23161,married,no,no,cellular,是
23162,married,no,no,cellular,是
23163,married,yes,no,cellular,是
23164,married,no,no,cellular,是
23165,divorced,yes,no,unknown,是
23166,divorced,no,no,cellular,是
23167,single,no,no,cellular,是
23168,single,yes,no,unknown,是
23169,married,yes,no,cellular,是
23170,divorced,yes,no,unknown,是
23171,married,yes,no,cellular,是
23172,married,yes,no,cellular,是
23173,married,no,no,telephone,是
23174,single,no,no,cellular,是
23175,married,yes,yes,cellular,是
23176,married,no,yes,cellular,是
23177,single,yes,no,unknown,是
23178,single,no,no,cellular,是
23179,single,yes,no,cellular,是
23180,married,no,no,cellular,是
23181,married,yes,no,cellular,是
23182,married,yes,no,unknown,是
23183,single,no,no,cellular,是
23184,divorced,no,no,cellular,是
23185,married,yes,no,cellular,是
23186,single,no,yes,cellular,是
23187,single,yes,no,cellular,是
23188,married,no,no,cellular,是
23189,divorced,yes,yes,unknown,是
23190,married,no,no,cellular,是
23191,married,yes,no,cellular,是
23192,married,no,no,cellular,是
23193,single,no,no,cellular,是
23194,married,yes,no,cellular,是
23195,single,no,no,cellular,是
23196,divorced,no,no,cellular,是
23197,single,yes,no,cellular,是
23198,single,no,no,cellular,是
23199,married,yes,no,cellular,是
23200,married,no,no,cellular,是
23201,divorced,yes,yes,cellular,是
23202,divorced,no,no,cellular,是
23203,single,yes,no,unknown,是
23204,single,no,no,cellular,是
23205,single,yes,no,cellular,是
23206,married,no,no,cellular,是
23207,divorced,yes,no,cellular,是
23208,single,no,no,cellular,是
23209,married,no,no,cellular,是
23210,single,no,no,unknown,是
23211,married,no,no,cellular,是
23212,married,yes,yes,cellular,是
23213,married,no,no,telephone,是
23214,single,yes,yes,cellular,是
23215,married,no,no,telephone,是
23216,married,no,no,telephone,是
23217,single,no,no,cellular,是
23218,married,yes,no,cellular,是
23219,married,no,no,cellular,是
23220,single,no,no,cellular,是
23221,single,no,no,cellular,是
23222,married,no,no,cellular,是
23223,divorced,yes,no,unknown,是
23224,married,no,no,cellular,是
23225,married,yes,no,cellular,是
23226,married,yes,yes,cellular,是
23227,married,no,no,telephone,是
23228,married,no,no,cellular,是
23229,single,yes,no,cellular,是
23230,married,yes,no,cellular,是
23231,married,yes,no,cellular,是
23232,divorced,no,no,cellular,是
23233,single,no,no,cellular,是
23234,single,no,no,cellular,是
23235,married,no,no,cellular,是
23236,divorced,no,no,telephone,是
23237,married,yes,no,cellular,是
23238,single,no,no,cellular,是
23239,married,no,no,cellular,是
23240,married,no,no,cellular,是
23241,single,no,no,cellular,是
23242,married,no,no,cellular,是
23243,single,no,no,cellular,是
23244,married,yes,yes,cellular,是
23245,single,no,no,cellular,是
23246,married,no,no,cellular,是
23247,single,yes,no,cellular,是
23248,married,no,no,cellular,是
23249,single,no,no,cellular,是
23250,married,no,no,cellular,是
23251,married,no,no,cellular,是
23252,married,no,no,cellular,是
23253,single,no,yes,cellular,是
23254,married,no,no,cellular,是
23255,single,no,no,telephone,是
23256,married,no,no,cellular,是
23257,single,no,no,cellular,是
23258,married,no,no,cellular,是
23259,single,no,no,cellular,是
23260,married,yes,no,cellular,是
23261,married,yes,no,telephone,是
23262,married,no,no,cellular,是
23263,single,no,yes,cellular,是
23264,divorced,no,no,cellular,是
23265,married,yes,no,telephone,是
23266,single,yes,no,cellular,是
23267,married,no,no,cellular,是
23268,divorced,no,yes,cellular,是
23269,married,yes,no,cellular,是
23270,single,no,yes,cellular,是
23271,divorced,no,no,unknown,是
23272,married,no,no,unknown,是
23273,married,yes,yes,cellular,是
23274,single,no,no,cellular,是
23275,single,no,no,cellular,是
23276,married,no,no,telephone,是
23277,single,no,yes,cellular,是
23278,single,yes,no,cellular,是
23279,married,yes,no,cellular,是
23280,married,no,no,cellular,是
23281,single,no,no,cellular,是
23282,married,yes,no,cellular,是
23283,married,no,no,telephone,是
23284,married,yes,no,telephone,是
23285,married,yes,no,cellular,是
23286,single,no,no,cellular,是
23287,married,no,no,cellular,是
23288,single,no,no,cellular,是
23289,single,no,no,cellular,是
23290,divorced,no,no,cellular,是
23291,single,yes,no,cellular,是
23292,married,no,yes,cellular,是
23293,single,yes,no,cellular,是
23294,single,no,no,cellular,是
23295,divorced,no,no,cellular,是
23296,married,no,no,cellular,是
23297,single,no,no,cellular,是
23298,married,yes,no,cellular,是
23299,married,no,no,cellular,是
23300,married,yes,no,cellular,是
23301,single,yes,no,unknown,是
23302,married,no,yes,cellular,是
23303,single,no,no,cellular,是
23304,single,no,no,cellular,是
23305,single,yes,no,unknown,是
23306,single,no,no,telephone,是
23307,married,no,no,cellular,是
23308,single,no,yes,cellular,是
23309,divorced,no,no,cellular,是
23310,married,no,no,cellular,是
